name, surface, status, finger, part, usability, memorability, preference
lyq, horizontal, relax, middle, fingerside, 4.0, 2.0, 3.0
lyq, horizontal, relax, ring, fingerside, 3.0, 2.0, 3.0
lyq, horizontal, relax, pinkie, fingerside, 4.0, 2.0, 4.0
lyq, horizontal, relax, two, fingerside, 1.0, 2.0, 1.0
lyq, horizontal, relax, three, fingerside, 1.0, 2.0, 1.0
lyq, horizontal, relax, thumb, knuckle, 4.0, 3.0, 3.0
lyq, horizontal, relax, index, knuckle, 1.0, 2.0, 1.0
lyq, horizontal, relax, middle, knuckle, 1.0, 2.0, 1.0
lyq, horizontal, relax, ring, knuckle, 1.0, 2.0, 1.0
lyq, horizontal, relax, pinkie, knuckle, 2.0, 2.0, 2.0
lyq, horizontal, relax, two, knuckle, 1.0, 2.0, 1.0
lyq, horizontal, relax, three, knuckle, 1.0, 2.0, 1.0
lyq, horizontal, relax, thumb, fingernail, 2.0, 3.0, 2.0
lyq, horizontal, relax, index, fingernail, 3.0, 3.0, 2.0
lyq, horizontal, relax, middle, fingernail, 3.0, 3.0, 2.0
lyq, horizontal, relax, ring, fingernail, 3.0, 3.0, 2.0
lyq, horizontal, relax, pinkie, fingernail, 3.0, 3.0, 2.0
lyq, horizontal, relax, two, fingernail, 2.0, 3.0, 2.0
lyq, horizontal, relax, three, fingernail, 2.0, 3.0, 2.0
cxs, horizontal, fist, thumb, fingerpulp, 4.0, 6.0, 4.0
cxs, horizontal, fist, index, fingerpulp, 7.0, 7.0, 7.0
cxs, horizontal, fist, middle, fingerpulp, 6.0, 7.0, 1.0
cxs, horizontal, fist, ring, fingerpulp, 3.0, 5.0, 2.0
cxs, horizontal, fist, pinkie, fingerpulp, 4.0, 4.0, 3.0
cxs, horizontal, fist, two, fingerpulp, 7.0, 7.0, 7.0
cxs, horizontal, fist, three, fingerpulp, 4.0, 7.0, 4.0
cxs, horizontal, fist, thumb, fingertip, 3.0, 5.0, 3.0
cxs, horizontal, fist, index, fingertip, 6.0, 7.0, 6.0
cxs, horizontal, fist, middle, fingertip, 6.0, 6.0, 1.0
cxs, horizontal, fist, ring, fingertip, 3.0, 4.0, 2.0
cxs, horizontal, fist, pinkie, fingertip, 4.0, 4.0, 3.0
cxs, horizontal, fist, two, fingertip, 6.0, 7.0, 6.0
cxs, horizontal, fist, three, fingertip, 4.0, 6.0, 4.0
cxs, horizontal, fist, thumb, fingerside, 4.0, 5.0, 2.0
cxs, horizontal, fist, index, fingerside, 5.0, 5.0, 5.0
cxs, horizontal, fist, middle, fingerside, 5.0, 5.0, 1.0
cxs, horizontal, fist, ring, fingerside, 3.0, 4.0, 3.0
cxs, horizontal, fist, pinkie, fingerside, 5.0, 5.0, 4.0
cxs, horizontal, fist, two, fingerside, 5.0, 5.0, 4.0
cxs, horizontal, fist, three, fingerside, 3.0, 5.0, 2.0
cxs, horizontal, fist, thumb, knuckle, 2.0, 5.0, 1.0
cxs, horizontal, fist, index, knuckle, 5.0, 6.0, 4.0
cxs, horizontal, fist, middle, knuckle, 5.0, 5.0, 1.0
cxs, horizontal, fist, ring, knuckle, 2.0, 2.0, 2.0
cxs, horizontal, fist, pinkie, knuckle, 3.0, 4.0, 2.0
cxs, horizontal, fist, two, knuckle, 4.0, 5.0, 4.0
cxs, horizontal, fist, three, knuckle, 3.0, 4.0, 3.0
cxs, horizontal, fist, thumb, fingernail, 2.0, 5.0, 1.0
cxs, horizontal, fist, index, fingernail, 5.0, 5.0, 4.0
cxs, horizontal, fist, middle, fingernail, 5.0, 4.0, 1.0
cxs, horizontal, fist, ring, fingernail, 4.0, 3.0, 2.0
cxs, horizontal, fist, pinkie, fingernail, 4.0, 4.0, 2.0
cxs, horizontal, fist, two, fingernail, 5.0, 5.0, 4.0
cxs, horizontal, fist, three, fingernail, 5.0, 4.0, 4.0
cxs, horizontal, relax, thumb, fingerpulp, 4.0, 6.0, 4.0
cxs, horizontal, relax, index, fingerpulp, 7.0, 7.0, 7.0
cxs, horizontal, relax, middle, fingerpulp, 6.0, 7.0, 1.0
cxs, horizontal, relax, ring, fingerpulp, 5.0, 5.0, 4.0
cxs, horizontal, relax, pinkie, fingerpulp, 4.0, 4.0, 3.0
cxs, horizontal, relax, two, fingerpulp, 7.0, 7.0, 7.0
cxs, horizontal, relax, three, fingerpulp, 7.0, 7.0, 7.0
cxs, horizontal, relax, thumb, fingertip, 3.0, 5.0, 3.0
cxs, horizontal, relax, index, fingertip, 6.0, 7.0, 6.0
cxs, horizontal, relax, middle, fingertip, 6.0, 6.0, 1.0
cxs, horizontal, relax, ring, fingertip, 4.0, 4.0, 4.0
cxs, horizontal, relax, pinkie, fingertip, 4.0, 4.0, 2.0
cxs, horizontal, relax, two, fingertip, 6.0, 7.0, 6.0
cxs, horizontal, relax, three, fingertip, 4.0, 5.0, 4.0
cxs, horizontal, relax, thumb, fingerside, 4.0, 5.0, 3.0
cxs, horizontal, relax, index, fingerside, 3.0, 4.0, 4.0
cxs, horizontal, relax, middle, fingerside, 5.0, 5.0, 1.0
cxs, horizontal, relax, ring, fingerside, 3.0, 4.0, 3.0
cxs, horizontal, relax, pinkie, fingerside, 5.0, 5.0, 4.0
cxs, horizontal, relax, two, fingerside, 5.0, 5.0, 4.0
cxs, horizontal, relax, three, fingerside, 3.0, 5.0, 2.0
cxs, horizontal, relax, thumb, knuckle, 2.0, 5.0, 1.0
cxs, horizontal, relax, index, knuckle, 5.0, 6.0, 5.0
cxs, horizontal, relax, middle, knuckle, 5.0, 5.0, 1.0
cxs, horizontal, relax, ring, knuckle, 3.0, 4.0, 3.0
cxs, horizontal, relax, pinkie, knuckle, 4.0, 4.0, 2.0
cxs, horizontal, relax, two, knuckle, 4.0, 5.0, 4.0
cxs, horizontal, relax, three, knuckle, 3.0, 4.0, 3.0
cxs, horizontal, relax, thumb, fingernail, 2.0, 5.0, 1.0
cxs, horizontal, relax, index, fingernail, 5.0, 5.0, 4.0
cxs, horizontal, relax, middle, fingernail, 5.0, 4.0, 1.0
cxs, horizontal, relax, ring, fingernail, 5.0, 4.0, 4.0
cxs, horizontal, relax, pinkie, fingernail, 4.0, 4.0, 2.0
cxs, horizontal, relax, two, fingernail, 5.0, 5.0, 4.0
cxs, horizontal, relax, three, fingernail, 5.0, 4.0, 4.0
cxs, vertical, fist, thumb, fingerpulp, 6.0, 6.0, 5.0
cxs, vertical, fist, index, fingerpulp, 7.0, 7.0, 7.0
cxs, vertical, fist, middle, fingerpulp, 6.0, 7.0, 1.0
cxs, vertical, fist, ring, fingerpulp, 3.0, 5.0, 2.0
cxs, vertical, fist, pinkie, fingerpulp, 5.0, 4.0, 4.0
cxs, vertical, fist, two, fingerpulp, 7.0, 7.0, 7.0
cxs, vertical, fist, three, fingerpulp, 5.0, 7.0, 4.0
cxs, vertical, fist, thumb, fingertip, 6.0, 5.0, 4.0
cxs, vertical, fist, index, fingertip, 6.0, 7.0, 6.0
cxs, vertical, fist, middle, fingertip, 6.0, 6.0, 1.0
cxs, vertical, fist, ring, fingertip, 3.0, 3.0, 2.0
cxs, vertical, fist, pinkie, fingertip, 5.0, 4.0, 4.0
cxs, vertical, fist, two, fingertip, 7.0, 7.0, 6.0
cxs, vertical, fist, three, fingertip, 5.0, 5.0, 4.0
cxs, vertical, fist, thumb, fingerside, 3.0, 5.0, 2.0
cxs, vertical, fist, index, fingerside, 6.0, 6.0, 6.0
cxs, vertical, fist, middle, fingerside, 6.0, 5.0, 1.0
cxs, vertical, fist, ring, fingerside, 3.0, 3.0, 2.0
cxs, vertical, fist, pinkie, fingerside, 4.0, 5.0, 4.0
cxs, vertical, fist, two, fingerside, 6.0, 5.0, 4.0
cxs, vertical, fist, three, fingerside, 3.0, 5.0, 2.0
cxs, vertical, fist, thumb, knuckle, 3.0, 5.0, 2.0
cxs, vertical, fist, index, knuckle, 5.0, 6.0, 5.0
cxs, vertical, fist, middle, knuckle, 5.0, 6.0, 1.0
cxs, vertical, fist, ring, knuckle, 4.0, 4.0, 3.0
cxs, vertical, fist, pinkie, knuckle, 4.0, 4.0, 3.0
cxs, vertical, fist, two, knuckle, 6.0, 5.0, 5.0
cxs, vertical, fist, three, knuckle, 4.0, 4.0, 3.0
cxs, vertical, fist, thumb, fingernail, 3.0, 5.0, 3.0
cxs, vertical, fist, index, fingernail, 5.0, 6.0, 5.0
cxs, vertical, fist, middle, fingernail, 5.0, 6.0, 1.0
cxs, vertical, fist, ring, fingernail, 4.0, 3.0, 2.0
cxs, vertical, fist, pinkie, fingernail, 4.0, 4.0, 3.0
cxs, vertical, fist, two, fingernail, 6.0, 5.0, 5.0
cxs, vertical, fist, three, fingernail, 5.0, 4.0, 4.0
cxs, vertical, relax, thumb, fingerpulp, 6.0, 6.0, 5.0
cxs, vertical, relax, index, fingerpulp, 7.0, 7.0, 7.0
cxs, vertical, relax, middle, fingerpulp, 6.0, 7.0, 1.0
cxs, vertical, relax, ring, fingerpulp, 4.0, 5.0, 3.0
cxs, vertical, relax, pinkie, fingerpulp, 6.0, 5.0, 4.0
cxs, vertical, relax, two, fingerpulp, 7.0, 7.0, 7.0
cxs, vertical, relax, three, fingerpulp, 6.0, 7.0, 5.0
cxs, vertical, relax, thumb, fingertip, 6.0, 5.0, 4.0
cxs, vertical, relax, index, fingertip, 7.0, 7.0, 6.0
cxs, vertical, relax, middle, fingertip, 6.0, 6.0, 1.0
cxs, vertical, relax, ring, fingertip, 4.0, 3.0, 3.0
cxs, vertical, relax, pinkie, fingertip, 5.0, 4.0, 4.0
cxs, vertical, relax, two, fingertip, 7.0, 7.0, 6.0
cxs, vertical, relax, three, fingertip, 6.0, 6.0, 5.0
cxs, vertical, relax, thumb, fingerside, 3.0, 5.0, 3.0
cxs, vertical, relax, index, fingerside, 5.0, 6.0, 5.0
cxs, vertical, relax, middle, fingerside, 6.0, 6.0, 1.0
cxs, vertical, relax, ring, fingerside, 3.0, 4.0, 3.0
cxs, vertical, relax, pinkie, fingerside, 5.0, 5.0, 4.0
cxs, vertical, relax, two, fingerside, 5.0, 5.0, 4.0
cxs, vertical, relax, three, fingerside, 5.0, 5.0, 3.0
cxs, vertical, relax, thumb, knuckle, 4.0, 5.0, 3.0
cxs, vertical, relax, index, knuckle, 5.0, 6.0, 5.0
cxs, vertical, relax, middle, knuckle, 6.0, 5.0, 1.0
cxs, vertical, relax, ring, knuckle, 4.0, 4.0, 3.0
cxs, vertical, relax, pinkie, knuckle, 4.0, 4.0, 3.0
cxs, vertical, relax, two, knuckle, 6.0, 5.0, 5.0
cxs, vertical, relax, three, knuckle, 5.0, 4.0, 3.0
cxs, vertical, relax, thumb, fingernail, 4.0, 5.0, 3.0
cxs, vertical, relax, index, fingernail, 6.0, 6.0, 5.0
cxs, vertical, relax, middle, fingernail, 6.0, 6.0, 1.0
cxs, vertical, relax, ring, fingernail, 4.0, 3.0, 3.0
cxs, vertical, relax, pinkie, fingernail, 5.0, 4.0, 3.0
cxs, vertical, relax, two, fingernail, 6.0, 5.0, 5.0
cxs, vertical, relax, three, fingernail, 5.0, 5.0, 4.0
lc, horizontal, fist, thumb, fingerpulp, 4.0, 5.0, 4.0
lc, horizontal, fist, index, fingerpulp, 7.0, 7.0, 7.0
lc, horizontal, fist, middle, fingerpulp, 5.0, 7.0, 5.0
lc, horizontal, fist, ring, fingerpulp, 3.0, 5.0, 3.0
lc, horizontal, fist, pinkie, fingerpulp, 5.0, 6.0, 5.0
lc, horizontal, fist, two, fingerpulp, 6.0, 7.0, 6.0
lc, horizontal, fist, three, fingerpulp, 4.0, 7.0, 5.0
lc, horizontal, fist, thumb, fingertip, 4.0, 5.0, 3.0
lc, horizontal, fist, index, fingertip, 7.0, 7.0, 7.0
lc, horizontal, fist, middle, fingertip, 6.0, 7.0, 5.0
lc, horizontal, fist, ring, fingertip, 4.0, 5.0, 3.0
lc, horizontal, fist, pinkie, fingertip, 6.0, 6.0, 5.0
lc, horizontal, fist, two, fingertip, 7.0, 7.0, 7.0
lc, horizontal, fist, three, fingertip, 5.0, 7.0, 6.0
lc, horizontal, fist, thumb, fingerside, 4.0, 5.0, 4.0
lc, horizontal, fist, index, fingerside, 4.0, 5.0, 4.0
lc, horizontal, fist, middle, fingerside, 3.0, 4.0, 3.0
lc, horizontal, fist, ring, fingerside, 2.0, 5.0, 2.0
lc, horizontal, fist, pinkie, fingerside, 4.0, 5.0, 4.0
lc, horizontal, fist, two, fingerside, 3.0, 6.0, 3.0
lc, horizontal, fist, three, fingerside, 2.0, 4.0, 2.0
lc, horizontal, fist, thumb, knuckle, 2.0, 3.0, 2.0
lc, horizontal, fist, index, knuckle, 6.0, 7.0, 5.0
lc, horizontal, fist, middle, knuckle, 7.0, 7.0, 6.0
lc, horizontal, fist, ring, knuckle, 5.0, 5.0, 5.0
lc, horizontal, fist, pinkie, knuckle, 4.0, 5.0, 4.0
lc, horizontal, fist, two, knuckle, 4.0, 6.0, 4.0
lc, horizontal, fist, three, knuckle, 3.0, 5.0, 2.0
lc, horizontal, fist, thumb, fingernail, 2.0, 3.0, 2.0
lc, horizontal, fist, index, fingernail, 4.0, 5.0, 3.0
lc, horizontal, fist, middle, fingernail, 5.0, 5.0, 3.0
lc, horizontal, fist, ring, fingernail, 4.0, 5.0, 3.0
lc, horizontal, fist, pinkie, fingernail, 3.0, 4.0, 3.0
lc, horizontal, fist, two, fingernail, 4.0, 5.0, 4.0
lc, horizontal, fist, three, fingernail, 3.0, 3.0, 2.0
lc, horizontal, relax, thumb, fingerpulp, 4.0, 5.0, 4.0
lc, horizontal, relax, index, fingerpulp, 7.0, 7.0, 7.0
lc, horizontal, relax, middle, fingerpulp, 7.0, 7.0, 7.0
lc, horizontal, relax, ring, fingerpulp, 6.0, 7.0, 6.0
lc, horizontal, relax, pinkie, fingerpulp, 6.0, 7.0, 6.0
lc, horizontal, relax, two, fingerpulp, 7.0, 7.0, 7.0
lc, horizontal, relax, three, fingerpulp, 6.0, 7.0, 6.0
lc, horizontal, relax, thumb, fingertip, 4.0, 4.0, 4.0
lc, horizontal, relax, index, fingertip, 7.0, 7.0, 7.0
lc, horizontal, relax, middle, fingertip, 7.0, 7.0, 7.0
lc, horizontal, relax, ring, fingertip, 6.0, 7.0, 6.0
lc, horizontal, relax, pinkie, fingertip, 6.0, 7.0, 6.0
lc, horizontal, relax, two, fingertip, 7.0, 7.0, 7.0
lc, horizontal, relax, three, fingertip, 6.0, 7.0, 6.0
lc, horizontal, relax, thumb, fingerside, 4.0, 5.0, 4.0
lc, horizontal, relax, index, fingerside, 2.0, 4.0, 3.0
lc, horizontal, relax, middle, fingerside, 2.0, 4.0, 3.0
lc, horizontal, relax, ring, fingerside, 2.0, 4.0, 3.0
lc, horizontal, relax, pinkie, fingerside, 5.0, 5.0, 6.0
lc, horizontal, relax, two, fingerside, 3.0, 6.0, 3.0
lc, horizontal, relax, three, fingerside, 2.0, 4.0, 2.0
lc, horizontal, relax, thumb, knuckle, 2.0, 3.0, 2.0
lc, horizontal, relax, index, knuckle, 3.0, 3.0, 3.0
lc, horizontal, relax, middle, knuckle, 4.0, 5.0, 4.0
lc, horizontal, relax, ring, knuckle, 4.0, 4.0, 4.0
lc, horizontal, relax, pinkie, knuckle, 4.0, 5.0, 4.0
lc, horizontal, relax, two, knuckle, 4.0, 6.0, 4.0
lc, horizontal, relax, three, knuckle, 3.0, 5.0, 2.0
lc, horizontal, relax, thumb, fingernail, 2.0, 3.0, 2.0
lc, horizontal, relax, index, fingernail, 3.0, 4.0, 3.0
lc, horizontal, relax, middle, fingernail, 2.0, 4.0, 3.0
lc, horizontal, relax, ring, fingernail, 2.0, 4.0, 3.0
lc, horizontal, relax, pinkie, fingernail, 2.0, 4.0, 3.0
lc, horizontal, relax, two, fingernail, 2.0, 4.0, 2.0
lc, horizontal, relax, three, fingernail, 2.0, 4.0, 2.0
ycy, vertical, fist, thumb, fingerpulp, 4.0, 5.0, 4.0
ycy, vertical, fist, index, fingerpulp, 7.0, 7.0, 5.0
ycy, vertical, fist, middle, fingerpulp, 5.0, 6.0, 3.0
ycy, vertical, fist, ring, fingerpulp, 3.0, 3.0, 1.0
ycy, vertical, fist, pinkie, fingerpulp, 1.0, 7.0, 1.0
ycy, vertical, fist, two, fingerpulp, 4.0, 7.0, 4.0
ycy, vertical, fist, three, fingerpulp, 4.0, 5.0, 3.0
ycy, vertical, fist, thumb, fingertip, 7.0, 7.0, 6.0
ycy, vertical, fist, index, fingertip, 7.0, 7.0, 7.0
ycy, vertical, fist, middle, fingertip, 7.0, 6.0, 6.0
ycy, vertical, fist, ring, fingertip, 4.0, 3.0, 2.0
ycy, vertical, fist, pinkie, fingertip, 6.0, 6.0, 3.0
ycy, vertical, fist, two, fingertip, 7.0, 7.0, 7.0
ycy, vertical, fist, three, fingertip, 7.0, 6.0, 6.0
ycy, vertical, fist, thumb, fingerside, 7.0, 7.0, 7.0
ycy, vertical, fist, index, fingerside, 6.0, 6.0, 7.0
ycy, vertical, fist, middle, fingerside, 6.0, 6.0, 5.0
ycy, vertical, fist, ring, fingerside, 3.0, 3.0, 3.0
ycy, vertical, fist, pinkie, fingerside, 7.0, 6.0, 6.0
ycy, vertical, fist, two, fingerside, 5.0, 6.0, 3.0
ycy, vertical, fist, three, fingerside, 5.0, 5.0, 2.0
ycy, vertical, fist, thumb, knuckle, 6.0, 5.0, 5.0
ycy, vertical, fist, index, knuckle, 6.0, 6.0, 6.0
ycy, vertical, fist, middle, knuckle, 6.0, 7.0, 6.0
ycy, vertical, fist, ring, knuckle, 5.0, 3.0, 2.0
ycy, vertical, fist, pinkie, knuckle, 5.0, 5.0, 4.0
ycy, vertical, fist, two, knuckle, 6.0, 7.0, 3.0
ycy, vertical, fist, three, knuckle, 4.0, 2.0, 2.0
ycy, vertical, fist, thumb, fingernail, 6.0, 5.0, 3.0
ycy, vertical, fist, index, fingernail, 7.0, 6.0, 6.0
ycy, vertical, fist, middle, fingernail, 6.0, 4.0, 3.0
ycy, vertical, fist, ring, fingernail, 3.0, 2.0, 2.0
ycy, vertical, fist, pinkie, fingernail, 5.0, 5.0, 3.0
ycy, vertical, fist, two, fingernail, 7.0, 6.0, 5.0
ycy, vertical, fist, three, fingernail, 6.0, 4.0, 3.0
ycy, vertical, relax, thumb, fingerpulp, 4.0, 5.0, 4.0
ycy, vertical, relax, index, fingerpulp, 7.0, 7.0, 5.0
ycy, vertical, relax, middle, fingerpulp, 6.0, 6.0, 4.0
ycy, vertical, relax, ring, fingerpulp, 5.0, 4.0, 4.0
ycy, vertical, relax, pinkie, fingerpulp, 3.0, 7.0, 2.0
ycy, vertical, relax, two, fingerpulp, 6.0, 7.0, 5.0
ycy, vertical, relax, three, fingerpulp, 6.0, 6.0, 6.0
ycy, vertical, relax, thumb, fingertip, 6.0, 7.0, 6.0
ycy, vertical, relax, index, fingertip, 7.0, 7.0, 6.0
ycy, vertical, relax, middle, fingertip, 7.0, 6.0, 6.0
ycy, vertical, relax, ring, fingertip, 4.0, 3.0, 2.0
ycy, vertical, relax, pinkie, fingertip, 6.0, 6.0, 3.0
ycy, vertical, relax, two, fingertip, 7.0, 6.0, 7.0
ycy, vertical, relax, three, fingertip, 7.0, 6.0, 6.0
ycy, vertical, relax, thumb, fingerside, 7.0, 7.0, 7.0
ycy, vertical, relax, index, fingerside, 5.0, 5.0, 4.0
ycy, vertical, relax, middle, fingerside, 5.0, 6.0, 3.0
ycy, vertical, relax, ring, fingerside, 3.0, 3.0, 3.0
ycy, vertical, relax, pinkie, fingerside, 7.0, 6.0, 5.0
ycy, vertical, relax, two, fingerside, 5.0, 6.0, 3.0
ycy, vertical, relax, three, fingerside, 4.0, 5.0, 2.0
ycy, vertical, relax, thumb, knuckle, 5.0, 5.0, 4.0
ycy, vertical, relax, index, knuckle, 3.0, 6.0, 3.0
ycy, vertical, relax, middle, knuckle, 4.0, 6.0, 3.0
ycy, vertical, relax, ring, knuckle, 4.0, 2.0, 2.0
ycy, vertical, relax, pinkie, knuckle, 3.0, 5.0, 2.0
ycy, vertical, relax, two, knuckle, 4.0, 7.0, 3.0
ycy, vertical, relax, three, knuckle, 5.0, 2.0, 3.0
ycy, vertical, relax, thumb, fingernail, 5.0, 5.0, 3.0
ycy, vertical, relax, index, fingernail, 5.0, 6.0, 3.0
ycy, vertical, relax, middle, fingernail, 2.0, 4.0, 1.0
ycy, vertical, relax, ring, fingernail, 2.0, 2.0, 1.0
ycy, vertical, relax, pinkie, fingernail, 4.0, 5.0, 2.0
ycy, vertical, relax, two, fingernail, 5.0, 6.0, 2.0
ycy, vertical, relax, three, fingernail, 6.0, 4.0, 4.0
ycy, horizontal, fist, thumb, fingerpulp, 2.0, 5.0, 1.0
ycy, horizontal, fist, index, fingerpulp, 5.0, 7.0, 5.0
ycy, horizontal, fist, middle, fingerpulp, 4.0, 6.0, 2.0
ycy, horizontal, fist, ring, fingerpulp, 1.0, 3.0, 1.0
ycy, horizontal, fist, pinkie, fingerpulp, 1.0, 7.0, 2.0
ycy, horizontal, fist, two, fingerpulp, 7.0, 7.0, 7.0
ycy, horizontal, fist, three, fingerpulp, 5.0, 5.0, 3.0
ycy, horizontal, fist, thumb, fingertip, 2.0, 5.0, 1.0
ycy, horizontal, fist, index, fingertip, 7.0, 7.0, 7.0
ycy, horizontal, fist, middle, fingertip, 6.0, 6.0, 6.0
ycy, horizontal, fist, ring, fingertip, 2.0, 3.0, 1.0
ycy, horizontal, fist, pinkie, fingertip, 6.0, 6.0, 4.0
ycy, horizontal, fist, two, fingertip, 7.0, 7.0, 7.0
ycy, horizontal, fist, three, fingertip, 6.0, 6.0, 6.0
ycy, horizontal, fist, thumb, fingerside, 7.0, 6.0, 7.0
ycy, horizontal, fist, index, fingerside, 5.0, 6.0, 5.0
ycy, horizontal, fist, middle, fingerside, 6.0, 6.0, 5.0
ycy, horizontal, fist, ring, fingerside, 2.0, 3.0, 1.0
ycy, horizontal, fist, pinkie, fingerside, 7.0, 6.0, 6.0
ycy, horizontal, fist, two, fingerside, 3.0, 6.0, 2.0
ycy, horizontal, fist, three, fingerside, 2.0, 3.0, 2.0
ycy, horizontal, fist, thumb, knuckle, 2.0, 5.0, 1.0
ycy, horizontal, fist, index, knuckle, 5.0, 6.0, 3.0
ycy, horizontal, fist, middle, knuckle, 7.0, 7.0, 6.0
ycy, horizontal, fist, ring, knuckle, 4.0, 2.0, 1.0
ycy, horizontal, fist, pinkie, knuckle, 6.0, 5.0, 4.0
ycy, horizontal, fist, two, knuckle, 2.0, 6.0, 3.0
ycy, horizontal, fist, three, knuckle, 1.0, 3.0, 1.0
ycy, horizontal, fist, thumb, fingernail, 2.0, 5.0, 1.0
ycy, horizontal, fist, index, fingernail, 6.0, 6.0, 6.0
ycy, horizontal, fist, middle, fingernail, 5.0, 4.0, 1.0
ycy, horizontal, fist, ring, fingernail, 3.0, 2.0, 1.0
ycy, horizontal, fist, pinkie, fingernail, 5.0, 4.0, 1.0
ycy, horizontal, fist, two, fingernail, 6.0, 6.0, 3.0
ycy, horizontal, fist, three, fingernail, 5.0, 4.0, 3.0
ycy, horizontal, relax, thumb, fingerpulp, 2.0, 6.0, 2.0
ycy, horizontal, relax, index, fingerpulp, 7.0, 7.0, 7.0
ycy, horizontal, relax, middle, fingerpulp, 6.0, 6.0, 5.0
ycy, horizontal, relax, ring, fingerpulp, 7.0, 4.0, 2.0
ycy, horizontal, relax, pinkie, fingerpulp, 7.0, 7.0, 3.0
ycy, horizontal, relax, two, fingerpulp, 7.0, 7.0, 7.0
ycy, horizontal, relax, three, fingerpulp, 7.0, 6.0, 6.0
ycy, horizontal, relax, thumb, fingertip, 1.0, 6.0, 1.0
ycy, horizontal, relax, index, fingertip, 7.0, 7.0, 7.0
ycy, horizontal, relax, middle, fingertip, 7.0, 6.0, 6.0
ycy, horizontal, relax, ring, fingertip, 7.0, 4.0, 2.0
ycy, horizontal, relax, pinkie, fingertip, 7.0, 7.0, 4.0
ycy, horizontal, relax, two, fingertip, 7.0, 7.0, 7.0
ycy, horizontal, relax, three, fingertip, 7.0, 6.0, 6.0
ycy, horizontal, relax, thumb, fingerside, 7.0, 6.0, 7.0
ycy, horizontal, relax, index, fingerside, 5.0, 5.0, 5.0
ycy, horizontal, relax, middle, fingerside, 7.0, 6.0, 5.0
ycy, horizontal, relax, ring, fingerside, 6.0, 4.0, 1.0
ycy, horizontal, relax, pinkie, fingerside, 7.0, 6.0, 4.0
ycy, horizontal, relax, two, fingerside, 3.0, 6.0, 2.0
ycy, horizontal, relax, three, fingerside, 2.0, 3.0, 2.0
ycy, horizontal, relax, thumb, knuckle, 2.0, 5.0, 1.0
ycy, horizontal, relax, index, knuckle, 3.0, 6.0, 2.0
ycy, horizontal, relax, middle, knuckle, 2.0, 4.0, 1.0
ycy, horizontal, relax, ring, knuckle, 2.0, 2.0, 1.0
ycy, horizontal, relax, pinkie, knuckle, 6.0, 5.0, 3.0
ycy, horizontal, relax, two, knuckle, 3.0, 6.0, 3.0
ycy, horizontal, relax, three, knuckle, 2.0, 3.0, 2.0
ycy, horizontal, relax, thumb, fingernail, 6.0, 5.0, 2.0
ycy, horizontal, relax, index, fingernail, 6.0, 6.0, 6.0
ycy, horizontal, relax, middle, fingernail, 5.0, 4.0, 1.0
ycy, horizontal, relax, ring, fingernail, 3.0, 3.0, 1.0
ycy, horizontal, relax, pinkie, fingernail, 6.0, 4.0, 1.0
ycy, horizontal, relax, two, fingernail, 6.0, 6.0, 3.0
ycy, horizontal, relax, three, fingernail, 6.0, 4.0, 3.0
wxy, horizontal, fist, thumb, fingerpulp, 2.0, 6.0, 6.0
wxy, horizontal, fist, index, fingerpulp, 7.0, 7.0, 7.0
wxy, horizontal, fist, middle, fingerpulp, 7.0, 2.0, 1.0
wxy, horizontal, fist, ring, fingerpulp, 1.0, 2.0, 1.0
wxy, horizontal, fist, pinkie, fingerpulp, 4.0, 5.0, 4.0
wxy, horizontal, fist, two, fingerpulp, 5.0, 5.0, 6.0
wxy, horizontal, fist, three, fingerpulp, 5.0, 6.0, 6.0
wxy, horizontal, fist, thumb, fingertip, 6.0, 3.0, 1.0
wxy, horizontal, fist, index, fingertip, 7.0, 5.0, 5.0
wxy, horizontal, fist, middle, fingertip, 6.0, 2.0, 1.0
wxy, horizontal, fist, ring, fingertip, 1.0, 2.0, 1.0
wxy, horizontal, fist, pinkie, fingertip, 5.0, 3.0, 2.0
wxy, horizontal, fist, two, fingertip, 2.0, 4.0, 1.0
wxy, horizontal, fist, three, fingertip, 1.0, 2.0, 1.0
wxy, horizontal, fist, thumb, fingerside, 6.0, 6.0, 5.0
wxy, horizontal, fist, index, fingerside, 5.0, 4.0, 3.0
wxy, horizontal, fist, middle, fingerside, 6.0, 5.0, 4.0
wxy, horizontal, fist, ring, fingerside, 1.0, 1.0, 1.0
wxy, horizontal, fist, pinkie, fingerside, 7.0, 7.0, 5.0
wxy, horizontal, fist, two, fingerside, 6.0, 5.0, 3.0
wxy, horizontal, fist, three, fingerside, 4.0, 2.0, 1.0
wxy, horizontal, fist, thumb, knuckle, 6.0, 5.0, 3.0
wxy, horizontal, fist, index, knuckle, 6.0, 6.0, 6.0
wxy, horizontal, fist, middle, knuckle, 7.0, 7.0, 7.0
wxy, horizontal, fist, ring, knuckle, 4.0, 5.0, 3.0
wxy, horizontal, fist, pinkie, knuckle, 5.0, 4.0, 2.0
wxy, horizontal, fist, two, knuckle, 6.0, 3.0, 2.0
wxy, horizontal, fist, three, knuckle, 6.0, 4.0, 3.0
wxy, horizontal, fist, thumb, fingernail, 6.0, 4.0, 3.0
wxy, horizontal, fist, index, fingernail, 6.0, 4.0, 3.0
wxy, horizontal, fist, middle, fingernail, 4.0, 2.0, 1.0
