name, surface, status, finger, part, usability, memorability, preference
lc, vertical, fist, index, fingernail, 4.0, 5.0, 5.0
lc, vertical, fist, middle, fingernail, 5.0, 5.0, 4.0
lc, vertical, fist, ring, fingernail, 5.0, 5.0, 4.0
lc, vertical, fist, pinkie, fingernail, 3.0, 4.0, 3.0
lc, vertical, fist, two, fingernail, 4.0, 4.0, 4.0
lc, vertical, fist, three, fingernail, 3.0, 4.0, 3.0
lc, vertical, relax, thumb, fingerpulp, 5.0, 5.0, 5.0
lc, vertical, relax, index, fingerpulp, 7.0, 7.0, 7.0
lc, vertical, relax, middle, fingerpulp, 7.0, 7.0, 7.0
lc, vertical, relax, ring, fingerpulp, 6.0, 7.0, 6.0
lc, vertical, relax, pinkie, fingerpulp, 6.0, 7.0, 6.0
lc, vertical, relax, two, fingerpulp, 7.0, 7.0, 7.0
lc, vertical, relax, three, fingerpulp, 6.0, 7.0, 6.0
lc, vertical, relax, thumb, fingertip, 5.0, 5.0, 5.0
lc, vertical, relax, index, fingertip, 7.0, 7.0, 7.0
lc, vertical, relax, middle, fingertip, 7.0, 7.0, 7.0
lc, vertical, relax, ring, fingertip, 6.0, 7.0, 6.0
lc, vertical, relax, pinkie, fingertip, 6.0, 7.0, 6.0
lc, vertical, relax, two, fingertip, 7.0, 7.0, 7.0
lc, vertical, relax, three, fingertip, 6.0, 7.0, 6.0
lc, vertical, relax, thumb, fingerside, 4.0, 5.0, 4.0
lc, vertical, relax, index, fingerside, 2.0, 4.0, 3.0
lc, vertical, relax, middle, fingerside, 2.0, 4.0, 3.0
lc, vertical, relax, ring, fingerside, 2.0, 4.0, 3.0
lc, vertical, relax, pinkie, fingerside, 5.0, 5.0, 6.0
lc, vertical, relax, two, fingerside, 3.0, 6.0, 3.0
lc, vertical, relax, three, fingerside, 2.0, 4.0, 2.0
lc, vertical, relax, thumb, knuckle, 2.0, 3.0, 2.0
lc, vertical, relax, index, knuckle, 5.0, 6.0, 6.0
lc, vertical, relax, middle, knuckle, 6.0, 6.0, 6.0
lc, vertical, relax, ring, knuckle, 5.0, 4.0, 5.0
lc, vertical, relax, pinkie, knuckle, 3.0, 4.0, 3.0
lc, vertical, relax, two, knuckle, 6.0, 7.0, 6.0
lc, vertical, relax, three, knuckle, 5.0, 6.0, 5.0
lc, vertical, relax, thumb, fingernail, 2.0, 3.0, 2.0
lc, vertical, relax, index, fingernail, 5.0, 4.0, 5.0
lc, vertical, relax, middle, fingernail, 5.0, 4.0, 5.0
lc, vertical, relax, ring, fingernail, 3.0, 4.0, 3.0
lc, vertical, relax, pinkie, fingernail, 3.0, 4.0, 3.0
lc, vertical, relax, two, fingernail, 5.0, 5.0, 5.0
lc, vertical, relax, three, fingernail, 4.0, 5.0, 4.0
fjy, horizontal, fist, thumb, fingerpulp, 7.0, 7.0, 7.0
fjy, horizontal, fist, index, fingerpulp, 7.0, 7.0, 7.0
fjy, horizontal, fist, middle, fingerpulp, 5.0, 4.0, 4.0
fjy, horizontal, fist, ring, fingerpulp, 2.0, 4.0, 2.0
fjy, horizontal, fist, pinkie, fingerpulp, 2.0, 4.0, 2.0
fjy, horizontal, fist, two, fingerpulp, 7.0, 7.0, 7.0
fjy, horizontal, fist, three, fingerpulp, 5.0, 4.0, 4.0
fjy, horizontal, fist, thumb, fingertip, 4.0, 6.0, 3.0
fjy, horizontal, fist, index, fingertip, 7.0, 7.0, 7.0
fjy, horizontal, fist, middle, fingertip, 6.0, 4.0, 4.0
fjy, horizontal, fist, ring, fingertip, 5.0, 4.0, 4.0
fjy, horizontal, fist, pinkie, fingertip, 2.0, 6.0, 2.0
fjy, horizontal, fist, two, fingertip, 7.0, 7.0, 7.0
fjy, horizontal, fist, three, fingertip, 6.0, 6.0, 6.0
fjy, horizontal, fist, thumb, fingerside, 7.0, 7.0, 7.0
fjy, horizontal, fist, index, fingerside, 7.0, 7.0, 7.0
fjy, horizontal, fist, middle, fingerside, 6.0, 6.0, 4.0
fjy, horizontal, fist, ring, fingerside, 2.0, 4.0, 2.0
fjy, horizontal, fist, pinkie, fingerside, 6.0, 6.0, 6.0
fjy, horizontal, fist, two, fingerside, 7.0, 7.0, 7.0
fjy, horizontal, fist, three, fingerside, 5.0, 4.0, 4.0
fjy, horizontal, fist, thumb, knuckle, 4.0, 4.0, 2.0
fjy, horizontal, fist, index, knuckle, 7.0, 7.0, 7.0
fjy, horizontal, fist, middle, knuckle, 4.0, 4.0, 2.0
fjy, horizontal, fist, ring, knuckle, 2.0, 2.0, 2.0
fjy, horizontal, fist, pinkie, knuckle, 6.0, 6.0, 6.0
fjy, horizontal, fist, two, knuckle, 3.0, 3.0, 2.0
fjy, horizontal, fist, three, knuckle, 1.0, 2.0, 1.0
fjy, horizontal, fist, thumb, fingernail, 3.0, 3.0, 2.0
fjy, horizontal, fist, index, fingernail, 7.0, 7.0, 7.0
fjy, horizontal, fist, middle, fingernail, 6.0, 6.0, 4.0
fjy, horizontal, fist, ring, fingernail, 4.0, 4.0, 4.0
fjy, horizontal, fist, pinkie, fingernail, 6.0, 6.0, 6.0
fjy, horizontal, fist, two, fingernail, 7.0, 7.0, 7.0
fjy, horizontal, fist, three, fingernail, 5.0, 4.0, 4.0
fjy, horizontal, relax, thumb, fingerpulp, 2.0, 6.0, 2.0
fjy, horizontal, relax, index, fingerpulp, 7.0, 7.0, 7.0
fjy, horizontal, relax, middle, fingerpulp, 7.0, 7.0, 7.0
fjy, horizontal, relax, ring, fingerpulp, 7.0, 7.0, 7.0
fjy, horizontal, relax, pinkie, fingerpulp, 7.0, 7.0, 7.0
fjy, horizontal, relax, two, fingerpulp, 7.0, 7.0, 7.0
fjy, horizontal, relax, three, fingerpulp, 7.0, 7.0, 7.0
fjy, horizontal, relax, thumb, fingertip, 2.0, 4.0, 2.0
fjy, horizontal, relax, index, fingertip, 6.0, 6.0, 6.0
fjy, horizontal, relax, middle, fingertip, 6.0, 6.0, 6.0
fjy, horizontal, relax, ring, fingertip, 6.0, 6.0, 6.0
fjy, horizontal, relax, pinkie, fingertip, 6.0, 6.0, 6.0
fjy, horizontal, relax, two, fingertip, 6.0, 6.0, 6.0
fjy, horizontal, relax, three, fingertip, 6.0, 6.0, 6.0
fjy, horizontal, relax, thumb, fingerside, 7.0, 7.0, 7.0
fjy, horizontal, relax, index, fingerside, 2.0, 5.0, 2.0
fjy, horizontal, relax, middle, fingerside, 2.0, 4.0, 2.0
fjy, horizontal, relax, ring, fingerside, 2.0, 4.0, 2.0
fjy, horizontal, relax, pinkie, fingerside, 5.0, 6.0, 5.0
fjy, horizontal, relax, two, fingerside, 2.0, 5.0, 2.0
fjy, horizontal, relax, three, fingerside, 2.0, 5.0, 2.0
fjy, horizontal, relax, thumb, knuckle, 2.0, 5.0, 2.0
fjy, horizontal, relax, index, knuckle, 6.0, 6.0, 6.0
fjy, horizontal, relax, middle, knuckle, 6.0, 6.0, 6.0
fjy, horizontal, relax, ring, knuckle, 3.0, 3.0, 3.0
fjy, horizontal, relax, pinkie, knuckle, 5.0, 5.0, 6.0
fjy, horizontal, relax, two, knuckle, 4.0, 6.0, 2.0
fjy, horizontal, relax, three, knuckle, 3.0, 5.0, 2.0
fjy, horizontal, relax, thumb, fingernail, 2.0, 5.0, 2.0
fjy, horizontal, relax, index, fingernail, 6.0, 6.0, 6.0
fjy, horizontal, relax, middle, fingernail, 6.0, 6.0, 6.0
fjy, horizontal, relax, ring, fingernail, 3.0, 3.0, 3.0
fjy, horizontal, relax, pinkie, fingernail, 5.0, 5.0, 6.0
fjy, horizontal, relax, two, fingernail, 5.0, 6.0, 5.0
fjy, horizontal, relax, three, fingernail, 5.0, 5.0, 5.0
fjy, vertical, fist, thumb, fingerpulp, 5.0, 5.0, 5.0
fjy, vertical, fist, index, fingerpulp, 5.0, 5.0, 5.0
fjy, vertical, fist, middle, fingerpulp, 4.0, 4.0, 2.0
fjy, vertical, fist, ring, fingerpulp, 3.0, 4.0, 2.0
fjy, vertical, fist, pinkie, fingerpulp, 3.0, 4.0, 2.0
fjy, vertical, fist, two, fingerpulp, 7.0, 7.0, 7.0
fjy, vertical, fist, three, fingerpulp, 5.0, 4.0, 4.0
fjy, vertical, fist, thumb, fingertip, 7.0, 7.0, 7.0
fjy, vertical, fist, index, fingertip, 7.0, 7.0, 7.0
fjy, vertical, fist, middle, fingertip, 6.0, 6.0, 5.0
fjy, vertical, fist, ring, fingertip, 5.0, 5.0, 5.0
fjy, vertical, fist, pinkie, fingertip, 5.0, 6.0, 5.0
fjy, vertical, fist, two, fingertip, 5.0, 5.0, 5.0
fjy, vertical, fist, three, fingertip, 4.0, 4.0, 4.0
fjy, vertical, fist, thumb, fingerside, 5.0, 5.0, 5.0
fjy, vertical, fist, index, fingerside, 5.0, 5.0, 5.0
fjy, vertical, fist, middle, fingerside, 4.0, 4.0, 4.0
fjy, vertical, fist, ring, fingerside, 4.0, 4.0, 4.0
fjy, vertical, fist, pinkie, fingerside, 6.0, 6.0, 6.0
fjy, vertical, fist, two, fingerside, 7.0, 7.0, 7.0
fjy, vertical, fist, three, fingerside, 6.0, 5.0, 5.0
fjy, vertical, fist, thumb, knuckle, 2.0, 3.0, 2.0
fjy, vertical, fist, index, knuckle, 7.0, 7.0, 7.0
fjy, vertical, fist, middle, knuckle, 6.0, 6.0, 6.0
fjy, vertical, fist, ring, knuckle, 4.0, 4.0, 4.0
fjy, vertical, fist, pinkie, knuckle, 6.0, 6.0, 6.0
fjy, vertical, fist, two, knuckle, 3.0, 3.0, 2.0
fjy, vertical, fist, three, knuckle, 1.0, 2.0, 1.0
fjy, vertical, fist, thumb, fingernail, 2.0, 3.0, 2.0
fjy, vertical, fist, index, fingernail, 7.0, 7.0, 7.0
fjy, vertical, fist, middle, fingernail, 6.0, 6.0, 6.0
fjy, vertical, fist, ring, fingernail, 5.0, 5.0, 5.0
fjy, vertical, fist, pinkie, fingernail, 6.0, 6.0, 6.0
fjy, vertical, fist, two, fingernail, 7.0, 7.0, 7.0
fjy, vertical, fist, three, fingernail, 6.0, 6.0, 6.0
fjy, vertical, relax, thumb, fingerpulp, 3.0, 6.0, 3.0
fjy, vertical, relax, index, fingerpulp, 7.0, 7.0, 7.0
fjy, vertical, relax, middle, fingerpulp, 7.0, 7.0, 7.0
fjy, vertical, relax, ring, fingerpulp, 7.0, 7.0, 7.0
fjy, vertical, relax, pinkie, fingerpulp, 7.0, 7.0, 7.0
fjy, vertical, relax, two, fingerpulp, 7.0, 7.0, 7.0
fjy, vertical, relax, three, fingerpulp, 7.0, 7.0, 7.0
fjy, vertical, relax, thumb, fingertip, 4.0, 6.0, 4.0
fjy, vertical, relax, index, fingertip, 7.0, 7.0, 7.0
fjy, vertical, relax, middle, fingertip, 7.0, 7.0, 7.0
fjy, vertical, relax, ring, fingertip, 7.0, 7.0, 7.0
fjy, vertical, relax, pinkie, fingertip, 7.0, 7.0, 7.0
fjy, vertical, relax, two, fingertip, 7.0, 7.0, 7.0
fjy, vertical, relax, three, fingertip, 7.0, 7.0, 7.0
fjy, vertical, relax, thumb, fingerside, 6.0, 6.0, 6.0
fjy, vertical, relax, index, fingerside, 2.0, 5.0, 2.0
fjy, vertical, relax, middle, fingerside, 2.0, 4.0, 2.0
fjy, vertical, relax, ring, fingerside, 2.0, 4.0, 2.0
fjy, vertical, relax, pinkie, fingerside, 5.0, 6.0, 5.0
fjy, vertical, relax, two, fingerside, 2.0, 5.0, 2.0
fjy, vertical, relax, three, fingerside, 2.0, 5.0, 2.0
fjy, vertical, relax, thumb, knuckle, 1.0, 2.0, 1.0
fjy, vertical, relax, index, knuckle, 6.0, 6.0, 6.0
fjy, vertical, relax, middle, knuckle, 6.0, 6.0, 6.0
fjy, vertical, relax, ring, knuckle, 2.0, 2.0, 2.0
fjy, vertical, relax, pinkie, knuckle, 5.0, 5.0, 5.0
fjy, vertical, relax, two, knuckle, 4.0, 6.0, 4.0
fjy, vertical, relax, three, knuckle, 4.0, 5.0, 4.0
fjy, vertical, relax, thumb, fingernail, 1.0, 2.0, 1.0
fjy, vertical, relax, index, fingernail, 6.0, 6.0, 6.0
fjy, vertical, relax, middle, fingernail, 6.0, 6.0, 6.0
fjy, vertical, relax, ring, fingernail, 3.0, 3.0, 3.0
fjy, vertical, relax, pinkie, fingernail, 6.0, 6.0, 6.0
fjy, vertical, relax, two, fingernail, 6.0, 6.0, 6.0
fjy, vertical, relax, three, fingernail, 5.0, 6.0, 6.0
zmy, horizontal, fist, thumb, fingerpulp, 3.0, 5.0, 2.0
zmy, horizontal, fist, index, fingerpulp, 7.0, 7.0, 7.0
zmy, horizontal, fist, middle, fingerpulp, 4.0, 7.0, 2.0
zmy, horizontal, fist, ring, fingerpulp, 4.0, 5.0, 3.0
zmy, horizontal, fist, pinkie, fingerpulp, 6.0, 6.0, 5.0
zmy, horizontal, fist, two, fingerpulp, 7.0, 7.0, 7.0
zmy, horizontal, fist, three, fingerpulp, 7.0, 6.0, 6.0
zmy, horizontal, fist, thumb, fingertip, 4.0, 5.0, 3.0
zmy, horizontal, fist, index, fingertip, 5.0, 5.0, 5.0
zmy, horizontal, fist, middle, fingertip, 5.0, 5.0, 4.0
zmy, horizontal, fist, ring, fingertip, 4.0, 5.0, 4.0
zmy, horizontal, fist, pinkie, fingertip, 4.0, 5.0, 4.0
zmy, horizontal, fist, two, fingertip, 5.0, 3.0, 3.0
zmy, horizontal, fist, three, fingertip, 3.0, 3.0, 2.0
zmy, horizontal, fist, thumb, fingerside, 6.0, 5.0, 5.0
zmy, horizontal, fist, index, fingerside, 4.0, 5.0, 3.0
zmy, horizontal, fist, middle, fingerside, 4.0, 6.0, 3.0
zmy, horizontal, fist, ring, fingerside, 4.0, 4.0, 2.0
zmy, horizontal, fist, pinkie, fingerside, 7.0, 4.0, 4.0
zmy, horizontal, fist, two, fingerside, 3.0, 3.0, 1.0
zmy, horizontal, fist, three, fingerside, 2.0, 3.0, 1.0
zmy, horizontal, fist, thumb, knuckle, 4.0, 5.0, 2.0
zmy, horizontal, fist, index, knuckle, 5.0, 6.0, 5.0
zmy, horizontal, fist, middle, knuckle, 3.0, 3.0, 2.0
zmy, horizontal, fist, ring, knuckle, 1.0, 3.0, 1.0
zmy, horizontal, fist, pinkie, knuckle, 5.0, 5.0, 4.0
zmy, horizontal, fist, two, knuckle, 6.0, 7.0, 5.0
zmy, horizontal, fist, three, knuckle, 2.0, 2.0, 1.0
zmy, horizontal, fist, thumb, fingernail, 2.0, 6.0, 2.0
zmy, horizontal, fist, index, fingernail, 4.0, 5.0, 3.0
zmy, horizontal, fist, middle, fingernail, 2.0, 4.0, 2.0
zmy, horizontal, fist, ring, fingernail, 1.0, 4.0, 1.0
zmy, horizontal, fist, pinkie, fingernail, 6.0, 4.0, 5.0
zmy, horizontal, fist, two, fingernail, 4.0, 4.0, 4.0
zmy, horizontal, fist, three, fingernail, 2.0, 2.0, 1.0
zmy, horizontal, relax, thumb, fingerpulp, 4.0, 5.0, 3.0
zmy, horizontal, relax, index, fingerpulp, 6.0, 6.0, 6.0
zmy, horizontal, relax, middle, fingerpulp, 6.0, 7.0, 5.0
zmy, horizontal, relax, ring, fingerpulp, 4.0, 5.0, 3.0
zmy, horizontal, relax, pinkie, fingerpulp, 7.0, 6.0, 5.0
zmy, horizontal, relax, two, fingerpulp, 7.0, 7.0, 7.0
zmy, horizontal, relax, three, fingerpulp, 7.0, 6.0, 6.0
zmy, horizontal, relax, thumb, fingertip, 5.0, 5.0, 4.0
zmy, horizontal, relax, index, fingertip, 6.0, 5.0, 5.0
zmy, horizontal, relax, middle, fingertip, 6.0, 6.0, 5.0
zmy, horizontal, relax, ring, fingertip, 4.0, 5.0, 4.0
zmy, horizontal, relax, pinkie, fingertip, 4.0, 5.0, 4.0
zmy, horizontal, relax, two, fingertip, 5.0, 3.0, 3.0
zmy, horizontal, relax, three, fingertip, 3.0, 3.0, 2.0
zmy, horizontal, relax, thumb, fingerside, 6.0, 5.0, 5.0
zmy, horizontal, relax, index, fingerside, 4.0, 5.0, 3.0
zmy, horizontal, relax, middle, fingerside, 4.0, 6.0, 3.0
zmy, horizontal, relax, ring, fingerside, 4.0, 4.0, 2.0
zmy, horizontal, relax, pinkie, fingerside, 7.0, 4.0, 4.0
zmy, horizontal, relax, two, fingerside, 4.0, 3.0, 2.0
zmy, horizontal, relax, three, fingerside, 3.0, 3.0, 1.0
zmy, horizontal, relax, thumb, knuckle, 5.0, 5.0, 4.0
zmy, horizontal, relax, index, knuckle, 2.0, 4.0, 3.0
zmy, horizontal, relax, middle, knuckle, 4.0, 3.0, 3.0
zmy, horizontal, relax, ring, knuckle, 2.0, 3.0, 2.0
zmy, horizontal, relax, pinkie, knuckle, 5.0, 4.0, 4.0
zmy, horizontal, relax, two, knuckle, 6.0, 7.0, 5.0
zmy, horizontal, relax, three, knuckle, 3.0, 2.0, 1.0
zmy, horizontal, relax, thumb, fingernail, 4.0, 4.0, 3.0
zmy, horizontal, relax, index, fingernail, 4.0, 5.0, 3.0
zmy, horizontal, relax, middle, fingernail, 5.0, 4.0, 3.0
zmy, horizontal, relax, ring, fingernail, 3.0, 3.0, 2.0
zmy, horizontal, relax, pinkie, fingernail, 5.0, 4.0, 4.0
zmy, horizontal, relax, two, fingernail, 4.0, 4.0, 4.0
zmy, horizontal, relax, three, fingernail, 4.0, 3.0, 2.0
lyq, horizontal, fist, thumb, fingerpulp, 2.0, 3.0, 1.0
lyq, horizontal, fist, index, fingerpulp, 6.0, 3.0, 6.0
lyq, horizontal, fist, middle, fingerpulp, 6.0, 3.0, 5.0
lyq, horizontal, fist, ring, fingerpulp, 5.0, 3.0, 5.0
lyq, horizontal, fist, pinkie, fingerpulp, 6.0, 3.0, 5.0
lyq, horizontal, fist, two, fingerpulp, 5.0, 3.0, 6.0
lyq, horizontal, fist, three, fingerpulp, 4.0, 3.0, 4.0
lyq, horizontal, fist, thumb, fingertip, 2.0, 2.0, 1.0
lyq, horizontal, fist, index, fingertip, 6.0, 3.0, 5.0
lyq, horizontal, fist, middle, fingertip, 6.0, 3.0, 5.0
lyq, horizontal, fist, ring, fingertip, 4.0, 3.0, 3.0
lyq, horizontal, fist, pinkie, fingertip, 5.0, 3.0, 4.0
lyq, horizontal, fist, two, fingertip, 6.0, 3.0, 5.0
lyq, horizontal, fist, three, fingertip, 5.0, 3.0, 3.0
lyq, horizontal, fist, thumb, fingerside, 4.0, 2.0, 5.0
lyq, horizontal, fist, index, fingerside, 2.0, 2.0, 2.0
lyq, horizontal, fist, middle, fingerside, 4.0, 2.0, 3.0
lyq, horizontal, fist, ring, fingerside, 3.0, 2.0, 3.0
lyq, horizontal, fist, pinkie, fingerside, 4.0, 2.0, 4.0
lyq, horizontal, fist, two, fingerside, 1.0, 2.0, 1.0
lyq, horizontal, fist, three, fingerside, 1.0, 2.0, 1.0
lyq, horizontal, fist, thumb, knuckle, 4.0, 4.0, 3.0
lyq, horizontal, fist, index, knuckle, 5.0, 4.0, 4.0
lyq, horizontal, fist, middle, knuckle, 5.0, 4.0, 4.0
lyq, horizontal, fist, ring, knuckle, 4.0, 4.0, 2.0
lyq, horizontal, fist, pinkie, knuckle, 5.0, 4.0, 4.0
lyq, horizontal, fist, two, knuckle, 4.0, 4.0, 4.0
lyq, horizontal, fist, three, knuckle, 3.0, 4.0, 2.0
lyq, horizontal, fist, thumb, fingernail, 2.0, 3.0, 2.0
lyq, horizontal, fist, index, fingernail, 3.0, 3.0, 2.0
lyq, horizontal, fist, middle, fingernail, 3.0, 3.0, 2.0
lyq, horizontal, fist, ring, fingernail, 3.0, 3.0, 2.0
lyq, horizontal, fist, pinkie, fingernail, 3.0, 3.0, 2.0
lyq, horizontal, fist, two, fingernail, 2.0, 3.0, 2.0
lyq, horizontal, fist, three, fingernail, 2.0, 3.0, 2.0
lyq, horizontal, relax, thumb, fingerpulp, 2.0, 4.0, 2.0
lyq, horizontal, relax, index, fingerpulp, 7.0, 4.0, 7.0
lyq, horizontal, relax, middle, fingerpulp, 7.0, 4.0, 6.0
lyq, horizontal, relax, ring, fingerpulp, 6.0, 4.0, 6.0
lyq, horizontal, relax, pinkie, fingerpulp, 7.0, 4.0, 6.0
lyq, horizontal, relax, two, fingerpulp, 6.0, 4.0, 7.0
lyq, horizontal, relax, three, fingerpulp, 5.0, 4.0, 5.0
lyq, horizontal, relax, thumb, fingertip, 2.0, 2.0, 1.0
lyq, horizontal, relax, index, fingertip, 6.0, 3.0, 5.0
lyq, horizontal, relax, middle, fingertip, 6.0, 3.0, 5.0
lyq, horizontal, relax, ring, fingertip, 4.0, 3.0, 3.0
lyq, horizontal, relax, pinkie, fingertip, 5.0, 3.0, 4.0
lyq, horizontal, relax, two, fingertip, 6.0, 3.0, 5.0
lyq, horizontal, relax, three, fingertip, 5.0, 3.0, 3.0
lyq, horizontal, relax, thumb, fingerside, 4.0, 2.0, 5.0
lyq, horizontal, relax, index, fingerside, 2.0, 2.0, 2.0
